Address_ID|Ent_ID|Address|City|stateProvince|Country|PostalCode|Remarks|NameSource
401170|3812462||||Colombia|||Sanctions
401171|3812462||||Honduras|||Sanctions
401172|3812462||||Panama|||Sanctions
11773254|2567533|Pakistan 90-Sumbal Road F-10/1||Islamabad|Pakistan|||
11773255|2567533|52 rue des Pâquis||Geneva|Switzerland|CH-1201||
11773256|2567533|alaskargazi Cad. Uygar Apt. No:43 K:5 Harbiye|||Turkey|||
11774941|637060|||Berlin|Germany|||
11774942|637060|||Bonn|Germany|||
11776800|8547540|237 MOTAHARI AVE|TEHRAN|TEHRAN|Iran|||
11776801|8547540||TEHRAN|TEHRAN|Iran|||
11785122|8556298|Vavilova Street|MOSCOW||Russia|117997||
11785123|8556298|VAVILOV UL. 19|MOSCOW|MOSCOW|Russia|117997||
11785124|8556298||MOSCOW|MOSCOW|Russia|||
451149|203223||Sana’a||Yemen|||
11712022|8466786|Calle 35 Carrera 23|Montería|Córdoba|Colombia|||
154535|1565774||Mashad||Iran|||
154536|1565774|Amin Industrial Estate|Mashad||Iran|||
154537|1565774|Kaveh Complex|Mashad||Iran|||
158917|1870055|2501-2508 Yuexiu Mansion, No. 82|Dalian  |Liaoning Province|China|116011||
158918|1870055|No. 10, Zhongshan Road|Dalian|Liaoning Province|China|||
158919|1870055|No. 08 F25, Yuexiu Mansion|Dalian|Liaoning Province|China|||
158920|1870055|No. 100, Zhongshan Road|Dalian|Liaoning Province|China|||
164953|1926245|107 Sepahbod Gharani Ave|Tehran||Iran|||HMTreasury
167430|1934582|Gheytariyeh Ave, No.153, 3rd Floor|Tehran|Tehran Province|Iran|19389||
168329|1868736||Pyongyang|Pyongyang Province|North Korea|||
168330|1868736||Pyongyang|Pyongyang Province|North Korea|||
169010|1867383||Miramshah|Khyber Pakhtunkhwa Province|Pakistan|||
169011|1867383||Miramshah|Khyber Pakhtunkhwa Province|Pakistan|||
169012|1867383||Miramshah|Khyber Pakhtunkhwa Province|Pakistan|||
11335525|5331838|32, B. Semenovskaya st.|Moscow||Russia|107023||
11335526|5331838|41, 3rd passage of Maryina Roscha|Moscow||Russia|127521||
11335527|5331838|12, Egypt st.|Nicosia|Nicosia|Cyprus|1097||
11335528|5331838|6B, Georgiou Kariou|Nicosia|Nicosia|Cyprus|2014||
11335529|5331838|75, Garazhnaya st.|Krasnodar|Krasnodar territory|Russia|350020||
11335530|5331838|53, Vernadskogo prospekt|Moscow||Russia|119415||
11335531|5331838|193, Maksima Gorkogo st.|Nizhny Novgorod|Nizhny Novgorod region|Russia|603024||
11341418|5393099||||Niger|||
11791272|8563060|BANK MELLI IRAN BUILDING, 115-0140 BANIYAS STREET, AL SABKHA|DUBAI|DUBAI|United Arab Emirates|||
11791273|8563060|SHEIKHA MARIAM BUILDING, LIVA STREET|ABU DHABI|ABU DHABI|United Arab Emirates|||
11791884|8563494|190 MIRDAMAD BLVD|TEHRAN|TEHRAN|Iran|1549634811||
11794886|8566663|OVERSEAS INVT. AND NETW. EXPANSION|TEHRAN|TEHRAN|Iran|1549634811||
12261306|9024426|78 Maxim Gorkiy street|Samara city|Samara region|Russia|443099||
13187352|9031412||||Colombia|||
580645|202943||||Afghanistan|||SECO
580646|202943||||Pakistan|||SECO
11405689|8166508||||Syria|||
11405736|8166874||||Syria|||
11405799|8166908||||Syria|||
11405850|8166665||||Syria|||
11405856|8166542||||Syria|||
11405866|8167010||||Syria|||
11406024|8166976||||Syria|||
11304307|7800295||Téhéran||Iran|||
11304308|7800295|Pasdaran Street|Téhéran||Iran|1835||
11304309|7800295|Babaei Highway|Téhéran||Iran|||
11306918|2395858|Mojahedin Eslam St,|Tehran|Tehran Province|Iran|1157612811||
11762275|7101256||||Afghanistan|||
11762276|7101256||||Pakistan|||
11771871|258436|Km 7 ½ Carretera Norte|Managua|Managua|Nicaragua|||
11771872|258436|Estadio Nacional 400 metros al lago|Managua|Managua|Nicaragua|||
12240302|9002859||||Iraq|||
12240323|9002859||Baghdad|Baghdad Governorate|Iraq|||
12240363|9002859||Beirut|Beirut Governorate|Lebanon|||
12244128|476568||||Lebanon|||
10935627|5393099||||Chad|||
10803413|7182646||Luton|England|United Kingdom|||
11285277|7527488|Chandera Police Station|Kasaragod|Kerala|India|||
12706539|7793445|Avenida Libertador|Caracas|Distrito Capital|Venezuela|1050-A||
12706540|7793445|Avenida Libertador|Caracas|Distrito Capital|Venezuela|1010||
13166704|9107811||||Colombia|||
10872812|7266397|28 km Esfahan - Tehran Freeway, Shahin Shahr|Esfahan||Iran|||
10872813|7266397|No. 27 Ahahamat Ave., Vallie Asr Square|Tehran||Iran|15946||
10872814|7266397||Esfahan||Iran|||
10872815|7266397|Shahih Shar Industrial Zone|Isfahan||Iran|||
10872816|7266397|No. 107 Sepahbod Gharany Ave.|Tehran||Iran|||
11357306|7025537||||Uganda|||
11455302|1540275|29, Bolshaya Morskaya St.|Saint Petersburg||Russia|190000||
11455305|1540275|19, Vavilova st.|Moscow||Russia|117997||
11455306|1540275|16, Nametkina st.|Moscow||Russia|117991||
11931288|8709962||Karlsruhe|Baden-Württemberg|Germany|||
12424905|9165435|4 Ploshchad Pechatnika Street|Sokol|Vologda Region|Russia|162135||
225006956|225065975||Tehran|Tehran|Iran|||
225006967|225066009|West MirDamad St,|Tehran City|Tehran Province|Iran|14595-19696||
225006968|225066009||Tehran|Tehran Province|Iran|||
225008320|225067622|Fra Anđela Zvizdovića 1|Sarajevo|Sarajevo|Bosnia and Herzegovina|71000||
169548|1941174|Fajr Street,|Tehran City|Tehran Province|Iran|1589675951||
10853364|7242088||Middlesbrough|North Yorkshire|United Kingdom|||
11791313|8563090|115-0140 BANIYAS STREET , AL SABKHA, BANK MELLI IRAN BUILDING|DUBAI|DUBAI|United Arab Emirates|||
11791314|8563090|INDUSTRIAL ROAD, AL AIN CLUB BUILDING|AL AIN|AL AIN|United Arab Emirates|||
11791451|8563189|OVERSEAS INVT. AND NETW. EXPANSION|Tehran|Tehran|Iran|||
11791452|8563189|KHORRAMABAD|Khorramabad|Lorestan|Iran|||
11794631|8566434|OVERSEAS INVT. AND NETW. EXPANSION|TEHRAN|TEHRAN|Iran|1549634811||
11794864|8566648|OVERSEAS INVT. AND NETW. EXPANSION|TEHRAN|TEHRAN|Iran|1549634811||
11796733|8568670|OVERSEAS INVT. AND NETW. EXPANSION|TEHRAN|TEHRAN|Iran|1549634811||
11796734|8568670|AFRICA HIGHWAY|TEHRAN|TEHRAN|Iran|||
13187350|9031392||||Colombia|||
541547|1953778||Beirut|Beirut Governorate|Lebanon|||
549976|5666067|7151, Jalan Sembilan||Selangor|Malaysia|68100 ||
10846195|7235335||Velika Kladuša|Una-Sana Canton|Bosnia and Herzegovina|77230||
10847747|7235986||Lucknow|Uttar Pradesh|India|||
10847925|7236185|Tolichowki|Hyderabad|Telangana|India|||
11304316|7800301||Mashad||Iran|||
11304317|7800301|Amin Industrial Estate|Mashad||Iran|||
11304318|7800301|Seyedi St.|Mashad||Iran|||
11313328|1159301||Amalfi|Antioquia Department|Colombia|||
12250324|9013208|Leninskiy Prospekt 15а|Moscow||Russia|119071||
13196121|9936286||||United Kingdom|||
10934318|924575|Feroz Shah Nagar, Aqsa Colony, New Shenshahnagar|Beed|Maharashtra|India|||
10804450|7183842||Strasbourg|Grand Est|France|||
12713514|7793499|Avenida Libertador|Caracas|Distrito Capital|Venezuela|1050-A||
13162187|2444136|Barzeh Street|Damascus|||||
13170266|5917455||Mombasa|Mombasa County|Kenya|||
13170267|5917455||Nairobi|Nairobi County|Kenya|||
171370|1947911||Tehran|Tehran Province|Iran|||
179032|1866924||Tehran City|Tehran Province|Iran|||
10866752|7257627||||Syria|||
11348934|7183842||||France|||
11355100|1571229|13, Simferopolskiy boulevard|Moscow||Russia|117556||
11355181|1571229|7, Pavlovskaya st.|Moscow||Russia|115093||
11356202|1571229|2, Dmitrovskoye road|Moscow||Russia|127434||
11356203|1571229|39, Bolshaya Yakimanka st.|Moscow||Russia|119049||
11356204|1571229|16, Building 1, Nametkina St.|Moscow||Russia|117420||
11356236|1571229|40, Miklukho-Maklaya st.|Moscow||Russia|117342||
11356237|1571229|6-10 Northern Avenue|Yerevan||Armenia|0001||
11356238|1571229||Saint-Petersburg||Russia|196650||
11356273|1571229|Bld. 20, 2 Ovchinnikovskaya Emb.|Moscow||Russia|115035||
11356274|1571229|26/1, Sofiyskaya naberezhnaya|Moscow||Russia|115035||
11356312|1571229|19, Vavilova st.|Moscow||Russia|117997||
11356313|1571229|10, Presnenskaya Naberezhnaya|Moscow||Russia|123112||
11356335|1571229|31G, Shabolovka st.|Moscow||Russia|115162||
11838460|8616269|Kilómetro 3 Vía Vereda Las Guacas|Popayán|Cauca|Colombia|||
12328706|1155408||Três Lagoas|Mato Grosso do Sul|Brazil|||
11453145|3700397|Diagonal 44 No 39-145|Medellín|Antioquía|Colombia|||
11929620|8708340|Calle 45 No. 6-75|Bucaramanga|Santander|Colombia|||
12419728|9160293|Zheleznodorozhnaya St., 16|Goryachiy Klyuch Village|Omsk Region, Omsk Area|Russia|644505||
12422042|9162516|Entrada al Instituto Ramírez Goyena una cuadra abajo, dos cudras al sur|Managua|Managua|Nicaragua|||
10853011|7241746||London|London|United Kingdom|||
11791163|8562970|OVERSEAS INVT. AND NETW. EXPANSION|TEHRAN|TEHRAN|Iran|1549634811||
11791164|8562970|GHASRE SHIRIN|QASR E SHIRIN|QASR E SHIRIN|Iran|||
11791360|8563127|OVERSEAS INVT. AND NETW. EXPANSION|TEHRAN|TEHRAN|Iran|1549634811||
11791361|8563127|JOLFA|JOLFA|JOLFA|Iran|||
11791441|8563184|OVERSEAS INVT. AND NETW. EXPANSION|TEHRAN|TEHRAN|Iran|1549634811||
11791442|8563184|CHEHEL METRI|KHORRAM SHAHR|KHORRAM SHAHR|Iran|||
11791525|8563252|OVERSEAS INVT. AND NETW. EXPANSION|TEHRAN|TEHRAN|Iran|1549634811||
11791526|8563252|EMAM KHOMEINI|SEMNAN|SEMNAN|Iran|||
11791681|8563388|OVERSEAS INVT. AND NETW. EXPANSION|TEHRAN|TEHRAN|Iran|1549634811||
11794196|8566042|OVERSEAS INVT. AND NETW. EXPANSION|Tehran|Tehran|Iran|||
11794197|8566042|SHAHID RAJAIE PORT COMPLEX|Bandar Abbas|Hormozgān|Iran|||
11794595|8566403|OVERSEAS INVT. AND NETW. EXPANSION, FLOOR 2, 190 MIRDAMAD BLVD|Tehran|Tehran|Iran|||
11794596|8566403|EMAM KHOMEINI|Mashhad|Khorasan-e Razavi|Iran|||
11794659|8566460|OVERSEAS INVT. AND NETW. EXPANSION|TEHRAN|TEHRAN|Iran|1549634811||
11794660|8566460|VALIASR SQ.|QAZVIN|QAZVIN|Iran|||
12257870|9021026|Architect Makariu III, 2-4, Capital Capital|Nicosia||Cyprus|1065||
13187395|9031429||||Colombia|||
541564|1953922||||Lebanon|||Sanctions
549983|5666098|Lot 4, Lorong 57c|Selayang Baru|Selangor|Malaysia|68100 ||
10848251|7236491||Aurangabad|Maharashtra|India|||
11771855|7160233||Molenbeek|Brussels-Capital Region|Belgium|||
11771857|7160233||||Turkey|||
10933677|1531591||||Yemen|||
10933981|203101||Peshawar||Pakistan|||
10935853|7255268||||Germany|||
12354779|9092311|32 Nakhimovskiy Prospekt|Moscow||Russia|117997||
12831403|9578300||||Colombia|||
10803401|7182629||Luton|England|United Kingdom|||
13170253|1987832||Tehran|Tehran Province|Iran|||
13170254|1987832||Bandar Abbas County|Hormozgan Province|Iran|||
13170255|1987832||||Syria|||
13171432|5946866|3, Stolyarnyy per.|Moscow||Russia|123022||
10863569|7254400|PO Papanasam|Thanjavur|Tamil Nadu|India|||
10870074|203258||||France|||
10995649|7412014||Raqqa|Raqqa|Syria|||
11920713|8699892|Calle 45 No. 6-75|Bucaramanga|Santander|Colombia|||
12806931|8207730||||Colombia|||
12806994|9553507|Esfandiar Blvd, Valiasr Ave, Gandi Showmali St.|55944 Tehran||Iran|19686||
12806995|9553507|BANK EGHTESAD NOVIN BUILDING, 51 BARADRAN SHARIFI STREET, GANDI SHOWMALI ST.|TEHRAN|TEHRAN|Iran|1969954345||
12806996|9553507|BANK EGHTESAD NOVIN BUILDING, SHARIATI AHVAZ FLOOR 1, 793 SHARIATI ST. - BETWEEN DIDEBAN|AHWAZ|AHWA|Iran|9163743584||
225006957|225065976|Number 221|Tehran City|Tehran Province|Iran|14678||
225008534|225068941|13, Bolshoy Kislovskiy lane|Moscow||Russia|125009||
225009688|225060410|Ioanni Stylianou 6|Nicosia|Nicosia District|Cyprus|2003||
225009727|225059874|Dunajska Cesta|Ljubljana|Ljubljana|Slovenia|1000||
225009728|225059874|DUNAJSKA 128A|LJUBLJANA|LJUBLJANA|Slovenia|1000||
225010685|225077279|Rákóczi út 7|Budapest||Hungary|1088||
225010714|225077297|46, Molodezhnaya st.|Odintsovo|Moscow region|Russia|143000||
225010715|225077140|11, Timura Frunze st.|Moscow||Russia|119021||
225010731|225077483|2 Zvenigorodskaya St. 13-42|Moscow||Russia|123022||
225011219|225077433|4, Romanov lane|Moscow|Moscow Area|Russia|125009||
11778981|8549566||ISFAHAN|ISFAHAN|Iran|||
11784567|8555800|Vavilova Street|MOSCOW||Russia|117997||
11784568|8555800|VAVILOV UL. 19|MOSCOW|MOSCOW|Russia|117997||
11784569|8555800||MOSCOW|MOSCOW|Russia|||
11784873|8556093|Vavilova Street|MOSCOW||Russia|117997||
11784874|8556093|VAVILOV UL. 19|MOSCOW|MOSCOW|Russia|117997||
11784875|8556093||ROSTOV-ON-DON|ROSTOV-ON-DON|Russia|||
12726484|9270785|3-D Line Vasilievskiy Ostrov 62A|St. Petersburg|St. Petersburg|Russia|199178||
11716865|8478681||London|England|United Kingdom|||
12699751|8153657||||Colombia|||
13149120|1870880||||Saudi Arabia|||
157652|1897402||Mashad||Iran|||
157653|1897402|Amin Industrial Estate|Mashad||Iran|||
157654|1897402|Khalaj Rd., Seyedi St.|Mashad||Iran|||
165040|1926550|Gheytariyeh Ave, No.153, 3rd Floor|Tehran||Iran|19389||
167075|1869569||Damascus|Damascus Governorate|Syria|||
169601|1868590|End of Pasdaran Avenue, Nobonyad Square|Tehran City|Tehran Province|Iran|||
169602|1868590|Next to Babee Exp. Way, Nobonyad Sq.|Tehran City|Tehran Province|Iran|||
10855083|7244186||Sydney|New South Wales|Australia|||
11342776|7365343||||Uganda|||
11791060|8562884|OVERSEAS INVT. AND NETW. EXPANSION|TEHRAN|TEHRAN|Iran|1549634811||
11791284|8563070|OVERSEAS INVT. AND NETW. EXPANSION|Tehran|Tehran|Iran|||
11791285|8563070|RAHNAMAIE|Mashhad|Khorasan-e Razavi|Iran|||
11794416|8566235|OVERSEAS INVT. AND NETW. EXPANSION|TEHRAN|TEHRAN|Iran|1549634811||
11794417|8566235|EMEM KHOMEINI|HAMADAN|HAMADAN|Iran|||
12749667|3814697|Sheikh Zayed Road|Dubai|Dubai Emirate|United Arab Emirates|||
11405652|8166607||||Syria|||
11405676|8166693||||Syria|||
11405694|8166668||||Syria|||
11405735|8166782||||Syria|||
11405742|8166800||||Syria|||
11405796|8166893||||Syria|||
11405845|8167007||||Syria|||
11405855|8166675||||Syria|||
11405860|8167000||||Syria|||
11405867|8167093||||Syria|||
11405930|8166600||||Syria|||
11406111|8166807||||Syria|||
12797007|9544644||||Colombia|||
10939447|7345798||||Syria|||
11387330|7201288||Medellín|Antioquia|Colombia|||
10838009|7225738|Jumhuriya Street|Bagdad||Iraq|||
10838099|7225845||Mosul|Nineveh|Iraq|||
12761991|9511420|CALLE 24 No. 17A-36|Santa Marta|Magdalena|Colombia|||
12761992|9511420|Kilometro 5|Bogotá|Cundinamarca|Colombia|||
12769295|9270785|46, B. Pereyaslavskaya st.|Moscow|Moscow|Russia|129110||
13200642|9940753||Neiva|Huila|Colombia|||
12219364|7681493||Cartagena|Bolívar|Colombia|||
12219365|7681493||Cali|Valle del Cauca|Colombia|||
12219366|7681493||Bogotá|Cundinamarca|Colombia|||
12219367|7681493||Medellín|Antioquia|Colombia|||
13260935|7155035||Raqqa|Autonomous Administration of North and East Syria|Syria|||
320701|2175898|No. 2 Shafagh Street|Tehran City|Tehran Province|Iran|1466956491||
320702|2175898||Caracas|Capital District|Venezuela|||
11919209|1867143||||Afghanistan|||
11919210|1867143||||Pakistan|||
12425004|9165536|Istomina St., 49|Khabarovsk|Khabarovsk Territory|Russia|680000||
12810194|9556483||Ricaurte|Nariño|Colombia|||
225006305|225064765|Taleghani Avenue|Tehran City|Tehran Province|Iran|1598617818||
225006307|225064765|124-126 Rue de Provence|Paris|Île-de-France|France|75008||
225006308|225064765|Liangmaqiao Rd|Beijing||China|100016||
12246192|9008970|Moscow Avenue|City Of Voronezh|Voronezh Region|Russia|394026||
12766303|1869423||Manama|Capital Governorate|Bahrain|||
13194846|9934908|Manchester Road|Cheshire|England|United Kingdom|WA14 4RW||
12838363|9588256||||Colombia|||
13266507|10013809|Av. Principal de San Lorenzo|Municipio Maneiro|Nueva Esparta|Venezuela|||
11275218|7373105||Oldenburg|Lower Saxony|Germany|||
179254|1959250|Ministry of Intelligence, Second Negarestan Street||Tehran Province|Iran|||
184363|1869504|Street: 52 Bld Kanyamuhanga|Goma|North Kivu|Democratic Republic of the Congo|||
10870513|5804824|75, Zyazikova st.|Karabulak|Republic of Ingushetia|Russia|||
617050|5908623||||Lebanon|||US-EO 1322
11446680|8218502|Elsmore Road|Manchester|England|United Kingdom|||
11448179|8218502|Wilbraham Road|Manchester|England|United Kingdom|||
12414228|9154685|Carrera 29 No. 14-02|Tuluá|Valle del Cauca|Colombia|763021||
12416138|9156591|Mira Ave., 5|Omsk|Omsk Region|Russia|644080||
12804194|9550924|Esfandiar Blvd, Valiasr Ave, Gandi Showmali St.|55944 Tehran||Iran|19686||
12804195|9550924|BANK EGHTESAD NOVIN BUILDING, 51 BARADRAN SHARIFI STREET, GANDI SHOWMALI ST.|TEHRAN|TEHRAN|Iran|1969954345||
12804196|9550924|BANK EGHTESAD NOVIN BUILDING, EMAM ARAK FLOOR 1, EMAM KHOMEYNI ST.|ARAK|ARAK|Iran|3134866695||
12804206|9550937|Esfandiar Blvd, Valiasr Ave, Gandi Showmali St.|55944 Tehran||Iran|19686||
12804207|9550937|BANK EGHTESAD NOVIN BUILDING, 51 BARADRAN SHARIFI STREET, GANDI SHOWMALI ST.|TEHRAN|TEHRAN|Iran|1969954345||
12804208|9550937|BANK EGHTESAD NOVIN BUILDING, GOLSAR RASHT FLOOR 1, GOLSAR- OPPOSITE OF 93 ST.|RASHT|RASHT|Iran|4165613669||
12806944|9553481|Esfandiar Blvd, Valiasr Ave, Gandi Showmali St.|55944 Tehran||Iran|19686||
12806945|9553481|BANK EGHTESAD NOVIN BUILDING, 51 BARADRAN SHARIFI STREET, GANDI SHOWMALI ST.|TEHRAN|TEHRAN|Iran|1969954345||
12806946|9553481|BANK EGHTESAD NOVIN BUILDING, MEYDAN ADL QAZVIN FLOOR 1, 1 NEAR ADL SQ. - YAGHUT ALLEY|QAZVIN|QAZVIN|Iran|3413776849||
225006958|225066002|Shahid Hadjipour St.|Tehran City|Tehran Province|Iran|||
225008384|225053636||Minsk||Belarus|||
225008901|225053636|Novodanilovskaya enbankment|Moscow||Russia|117105||
225009701|225053100|46, Volodymyrska st.|Kyiv||Ukraine|01601||
225010195|225077234|Padegan-e-Valiasr Street|Tehran|Tehran Province|Iran|||
225010595|225076936|15A, Leninskiy Ave.||Moscow|Russia|119071||
225011491|225077300|30/26, Gogol/Kaldayakov st.|Almaty|Almaty Region|Kazakhstan|050010||
225011911|225076936|42 Bolshaya Yakimanka St.||Moscow|Russia|119049||
225012275|225078772|Arch. Makariou III, 2-4|Nicosia||Cyprus|1065||
225012419|225079742|53, Vernadskogo ave.|Moscow||Russia|119415||
225016374|225081478|Vavilova Street|MOSCOW||Russia|117997||
225016376|225081480|Vavilova Street|MOSCOW||Russia|117997||
225016382|225081478|VAVILOV UL. 19|MOSCOW|MOSCOW|Russia|117997||
225016384|225081480|VAVILOV UL. 19|MOSCOW|MOSCOW|Russia|117997||
225016390|225081478||MOSCOW|MOSCOW|Russia|||
225016392|225081480||MOSCOW|MOSCOW|Russia|||
225016495|225081514|Brestskaya street|KHABAROVSK||Russia|680011||
225016503|225081514|BRESTSKAYA UL. 4|KHABAROVSK|KHABAROVSK|Russia|680011||
225016511|225081514|SHOLOM-ALEJHEMA UL. 16|BIROBIDZHAN|BIROBIDZHAN|Russia|679016||
225016713|225081580|Vavilova Street|MOSCOW||Russia|117997||
11349001|7846221|Vía Al Salado|Cúcuta|Norte de Santander|Colombia|||
12824364|9392827||||Iran|||
10998238|5773439||Abuja||Nigeria|||
11929058|8707883|12, Spartakovskaya St.|Moscow|Moscow|Russia|105066||
12424490|9165012|Promploshchadka 5 Microdistrict, Kiyevskiy Driveway, 3|Zheleznogorsk|Kursk Region|Russia|307170||
225005911|225063778|14, Entuziastov shosse|Moscow||Russia|111024||
225006651|225065480||||Venezuela|||
225006676|225065480||||United States|||
225008318|225067620|Jevrejska 71|Banja Luka|Republika Srpska|Bosnia and Herzegovina|78000||
225009452|225075006|d.14 shosse Entuziastov|Moscow|Moscow Oblast|Russia|111024||
225009453|225075006|Leninskiy Prospekt, 32|Moscow|Moscow Oblast|Russia|||
225009689|225075678|Shir Ali Khan Street,|Kabul|Kabul Province|Afghanistan|||
225009690|225075678|Hanzala Mosque Road, Shahre now|Kabul|Kabul Province|Afghanistan|||
225009691|225075678|Street No. 13, Wazir Akbar Khan|Kabul|Kabul Province|Afghanistan|||
225009692|225075678|Ettesalat Street|Kabul|Kabul Province|Afghanistan|5810||
225009693|225075678|Ferdawsi St. (old telecommunication street)|Herat|Herat Province|Afghanistan|||
225010156|225076873|Shcheglovskaya Zaseka St.|Tula|Tula Region|Russia|300001||
225010176|225077180|Shahid Langari St,|Lavizan Neighborhood, Tehran City|Tehran Province|Iran|19395||
225010638|225077282|14, Entuziastov shosse|Moscow||Russia|111024||
225010691|225077205|9, Henerala Ostriakova st.|Yalta|Autonomous Republic of Crimea|Russia|298685||
225010730|225077482|2 Zvenigorodskaya St. 13-42|Moscow||Russia|123022||
225010746|225077580|7, building 3, Znamenka str.|Moscow||Russia|119019||
225012073|225078745|Boulevard Konrad Adenauer 2|Luxembourg||Luxembourg|1115||
225012087|225078775|26 Upper Pembroke Street|Dublin||Ireland|||
225012278|225078775|1 Grants Row, 2d Floor, Lower Mount Street|Dublin 2||Ireland|||
225015507|225080856|KRASNOGO TEKSTILSHCHIKA STREET|ST PETERSBURG||Russia|191124||
225015515|225080856|KRASNOGO TEKSTILSHCHIKA STREET 2|ST. PETERSBURG|ST. PETERSBURG|Russia|193124||
225015523|225080856||KALININGRAD|KALININGRAD|Russia|||
225016424|225081494|Vavilova Street|MOSCOW||Russia|117997||
225016432|225081494|VAVILOV UL. 19|MOSCOW|MOSCOW|Russia|117997||
225016440|225081494||MOSCOW|MOSCOW|Russia|||
225016517|225081519|Brestskaya street|KHABAROVSK||Russia|680011||
225016525|225081519|BRESTSKAYA UL. 4|KHABAROVSK|KHABAROVSK|Russia|680011||
225016533|225081519|SEMYONOVSKAYA UL. 22|VLADIVOSTOK|VLADIVOSTOK|Russia|690990||
225016539|225081524|Vavilova Street|MOSCOW||Russia|117997||
225016547|225081524|VAVILOV UL. 19|MOSCOW|MOSCOW|Russia|117997||
225016555|225081524||MAGADAN|MAGADAN|Russia|||
225016623|225081549|Vavilova Street|MOSCOW||Russia|117997||
225016631|225081549|VAVILOV UL. 19|MOSCOW|MOSCOW|Russia|117997||
225016639|225081549||ROSTOV-ON-DON|ROSTOV-ON-DON|Russia|||
225016839|225081617|Vavilova Street|MOSCOW||Russia|117997||
225016847|225081617|VAVILOV UL. 19|MOSCOW|MOSCOW|Russia|117997||
225016855|225081617||MOSCOW|MOSCOW|Russia|||
225016882|225081626|Vavilova Street|MOSCOW||Russia|117997||
225016890|225081626|VAVILOV UL. 19|MOSCOW|MOSCOW|Russia|117997||
225016898|225081626||MOSCOW|MOSCOW|Russia|||
225018873|225085468|Leningradskiy prospekt, 37a bld.4|Moscow||Russia|125167||
225018918|225085472|60 Let SSSR St., 1|Goryachiy Klyuch Village|Omsk Region, Omsk Area|Russia|644505||
11791097|8562918|Taleghani St.|Abadan|Khuzestan|Iran|||
11791412|8563161|OVERSEAS INVT. AND NETW. EXPANSION|TEHRAN|TEHRAN|Iran|1549634811||
11791413|8563161|FERDOWSI AVE.|ISFAHAN|ISFAHAN|Iran|||
11791423|8563168|OVERSEAS INVT. AND NETW. EXPANSION|TEHRAN|TEHRAN|Iran|1549634811||
11791424|8563168||SARI|SARI|Iran|||
11791586|8563318|OVERSEAS INVT. AND NETW. EXPANSION|TEHRAN|TEHRAN|Iran|1549634811||
11791716|8563404|OVERSEAS INVT. AND NETW. EXPANSION|TEHRAN|TEHRAN|Iran|1549634811||
11791717|8563404|FEYZ SQ.|ISFAHAN|ISFAHAN|Iran|||
11791807|8563454|OVERSEAS INVT. AND NETW. EXPANSION|TEHRAN|TEHRAN|Iran|1549634811||
11794117|8565969|OVERSEAS INVT. AND NETW. EXPANSION|TEHRAN|TEHRAN|Iran|1549634811||
11794118|8565969|MODARES ST.|GHAEM SHAHR|GHAEM SHAHR|Iran|||
11794306|8566126|OVERSEAS INVT. AND NETW. EXPANSION|Tehran|Tehran|Iran|||
11794307|8566126|GOLSAR BLVD.|Rasht|Gilan|Iran|||
11794714|8566505|OVERSEAS INVT. AND NETW. EXPANSION|TEHRAN|TEHRAN|Iran|1549634811||
12260161|9023146||||Iran|||
573444|5744962|Glen Allen||Virginia|United States|||US-AO-EDVA
582059|5773442|1023, Adetokunbo Ademola Crescent, Wuse II|Abuja ||Nigeria|||
11396991|1870103||Tehran|Tehran Province|Iran|||
11400818|1320120|Carrera 6 No. 4 - 21|Popayán|Cauca|Colombia|||
11405622|8166559||||Syria|||
11405649|8166616||||Syria|||
11405751|8166773||||Syria|||
11405939|8166823||||Syria|||
11405970|8167116||||Syria|||
11406032|8166766||||Syria|||
11406127|8166902||||Syria|||
11408158|8170303|Carrera 70 No. 23-10|Itagüí|Antoquia|Colombia|||
10847805|7236057||Bengaluru|Karnataka|India|||
12765311|9515512||||Colombia|||
13199635|2395943||Tehran|Tehran Province|Iran|||
607897|5846649|Hijaz Street|Damascus||Syria|||
10941715|7348240||||United Arab Emirates|||
12354706|9092245|12 Bolyshoy Savvinskiy Lane|Moscow||Russia|119180||
12838376|9588269||||Colombia|||
10807711|7187800||||Germany|||
13166710|9107828||||Colombia|||
178956|1870103||Tehran|Tehran Province|Iran|||
182868|2009551|Avenida Jose Maria de Brito 929, Centro|Foz Do Iguacu|Parana State|Brazil|||Sanctions
182907|2009651|62 Buckle Street|Banjul|Banjul|Gambia|||
182911|2009651|Kairaba Ave|Banjul|Banjul|Gambia|||
182912|2009651|Pipeline Road|Banjul|Banjul|Gambia|||
11350843|7863534|Kilómetro  6 vía al mar corregimiento San Cristóbal|Medellín|Antioquia|Colombia|||
10996397|5947386|Kutuzovskiy prospect, 34|Moscow|Moscow|Russia|121170||
12416126|9156571|Baturinskaya St., 13-1|Rostov-on-Don|Rostov Region|Russia|344004||
12420826|9161365|Gagarina St., 14|Omsk|Omsk Region|Russia|644099||
12800791|9547786|||Moscow|Russia|119180||
12800792|9547786|Staromonetne Str 22/3||Moscow|Russia|||
12800793|9547786||||Russia|||
12806898|9553423|Esfandiar Blvd, Valiasr Ave, Gandi Showmali St.|55944 Tehran||Iran|19686||
12806899|9553423|BANK EGHTESAD NOVIN BUILDING, 51 BARADRAN SHARIFI STREET, GANDI SHOWMALI ST.|TEHRAN|TEHRAN|Iran|1969954345||
